,Month,Year,Type,Country,Area,Activity,Sex,Age,Fatal (Y/N)
4760,August,1992,Unprovoked,USA,California,Surfing,M,22.0,N
4761,December,1991,Unprovoked,USA,California,Hookah diving for sea urchins,M,25.0,N
4762,July,1991,Unprovoked,USA,California,Surfing,M,32.0,N
4766,October,1988,Unprovoked,USA,Florida,Surfing,M,23.0,N
4773,November,1985,Provoked,USA,California,Fishing,M,24.0,N
4776,June,1983,Unprovoked,USA,Florida,Swimming,M,42.0,N
4777,March,1983,Unprovoked,USA,Florida,Surfing,M,22.0,N
4778,February,1981,Unprovoked,USA,Florida,Surfing,M,15.0,N
4780,November,1979,Unprovoked,USA,Oregon,Surfing,M,20.0,N
4783,April,1979,Unprovoked,USA,Florida,Swimming,M,24.0,N
4784,July,1976,Unprovoked,USA,Hawaii,Scuba diving,M,18.0,Y
4786,December,1975,Unprovoked,USA,California,Scuba diving & spearfishing,M,27.0,N
4788,August,1975,Unprovoked,USA,California,Free diving for abalone,M,44.0,N
4789,July,1975,Unprovoked,USA,California,"Diving for abaone (Scuba, but at surface)",M,23.0,N
4793,June,1972,Unprovoked,USA,Florida,Surfing,M,22.0,N
4803,August,1967,Provoked,USA,California,Pulling shark from the water,M,24.0,N
4809,August,1965,Unprovoked,USA,New Jersey,Swimming,M,15.0,N
4815,June,1962,Unprovoked,USA,Florida,Free diving,M,31.0,N
4829,November,1954,Unprovoked,USA,Wake Island,Spearfishing,M,22.0,N
4891,July,2023,Unprovoked,USA,Florida,Sitting,M,49.0,N
4892,July,2023,Unprovoked,USA,New York,Surfing,M,15.0,N
4894,December,2022,Unprovoked,USA,Texas,Surfing,M,22.0,N
4895,September,2021,Unprovoked,USA,Louisiana,"Fishing, fell in water",M,64.0,N
4897,July,2020,Unprovoked,USA,North Carolina,Treading water,M,22.0,N
4901,May,2019,Unprovoked,USA,Hawaii,Swimming,M,65.0,Y
4908,July,2018,Unprovoked,USA,Florida,Surfing,M,30.0,N
4912,October,2017,Unprovoked,USA,Hawaii,Surfing,M,54.0,N
4915,September,2016,Unprovoked,USA,Florida,Body boarding,M,9.0,N
4916,July,2016,Provoked,USA,Florida,Lobstering,M,43.0,N
4919,May,2016,Unprovoked,USA,Florida,Swimming,M,13.0,N
4925,August,2014,Unprovoked,USA,Florida,Surfing,M,17.0,N
4927,May,2014,Unprovoked,USA,Florida,Surfing,M,23.0,N
4929,December,2013,Unprovoked,USA,Florida,Surfing,M,30.0,N
4932,July,2012,Unprovoked,USA,North Carolina,Swimming,F,43.0,N
4937,September,2010,Unprovoked,USA,Virginia,Surfing,M,18.0,N
4938,September,2010,Unprovoked,USA,Florida,Surfing,M,24.0,N
4939,July,2010,Unprovoked,USA,California,Stand-Up Paddleboarding,M,48.0,N
4941,August,2009,Unprovoked,USA,Louisiana,Wade Fishing,M,56.0,N
4946,July,2008,Unprovoked,USA,Hawaii,Swimming,M,22.0,N
4948,March,2008,Unprovoked,USA,Florida,Wading,M,15.0,N
4949,September,2007,Unprovoked,USA,Florida,Wading?,M,56.0,N
4950,September,2007,Unprovoked,USA,South Carolina,Standing,M,15.0,N
4951,August,2007,Provoked,USA,Delaware,Fishing,M,22.0,N
4954,September,2006,Unprovoked,USA,Florida,Surfing,M,52.0,N
4956,July,2005,Unprovoked,USA,North Carolina,Swimming,M,22.0,N
4957,February,2005,Unprovoked,USA,Florida,Spearfishing,M,22.0,N
4965,July,2003,Unprovoked,USA,Florida,Spearfishing,M,22.0,N
4966,June,2003,Unprovoked,USA,Florida,Surfing,M,15.0,N
4972,September,2001,Provoked,USA,Florida,"Surfing, fell off surfboard & stepped on the shark.",M,21.0,N
4973,May,2001,Unprovoked,USA,South Carolina,Swimming,M,22.0,N
4974,April,2001,Unprovoked,USA,Florida,Surfing,M,38.0,N
4976,November,1999,Unprovoked,USA,California,Surfing (sitting on his board),M,22.0,N
4977,August,1999,Unprovoked,USA,South Carolina,Lying prone in 2' of water,M,10.0,N
4979,September,1998,Unprovoked,USA,Florida,Surfing,M,18.0,N
4980,September,1998,Unprovoked,USA,Florida,Surfing,M,28.0,N
4984,October,1996,Unprovoked,USA,Florida,Surfing,M,21.0,N
4994,November,1992,Unprovoked,USA,Florida,Surfing,M,24.0,N
4995,November,1992,Unprovoked,USA,Hawaii,Body boarding,M,18.0,Y
4996,October,1992,Unprovoked,USA,Hawaii,Surfing,M,28.0,N
5000,August,1990,Unprovoked,USA,California,Surfing,M,22.0,N
5002,January,1990,Unprovoked,USA,California,Surfing (sitting on his board),M,22.0,N
5005,September,1988,Unprovoked,USA,Florida,Snorkeling,M,38.0,Y
5007,June,1988,Unprovoked,USA,Florida,Swimming,M,12.0,N
5008,April,1988,Unprovoked,USA,Florida,Windsurfing,M,22.0,N
5017,May,1983,Unprovoked,USA,Florida,Surfing,M,22.0,N
5019,September,1981,Unprovoked,USA,Florida,Surfing,M,25.0,N
5022,September,1976,Unprovoked,USA,Florida,Swimming,M,22.0,Y
5023,March,1976,Unprovoked,USA,Florida,Standing,M,24.0,N
5027,October,1972,Unprovoked,USA,US Virgin Islands,Scuba diving,M,22.0,Y
5029,March,1972,Unprovoked,USA,Hawaii,Spearfishing,M,22.0,N
5039,July,1963,Unprovoked,USA,Florida,Bathing,M,14.0,N
5040,July,1963,Provoked,USA,Mississippi,"Fishing, on charter boat Silver Dollar",M,24.0,N
5048,February,1961,Provoked,USA,Pennsylvania,Cleaning a tank,M,30.0,N
5049,August,1960,Unprovoked,USA,South Carolina,Swimming from camp,M,22.0,Y
5050,July,1960,Unprovoked,USA,Mississippi,Pulling raft out to ride to shore,M,17.0,N
5051,June,1960,Provoked,USA,South Carolina,Surf fishing,M,22.0,N
5052,April,1960,Unprovoked,USA,California,Free diving for abalone diving but at surface),M,48.0,N
5057,July,1959,Provoked,USA,Florida,Free diving,M,13.0,N
5066,January,1956,Provoked,USA,Virginia,Removing shark from net,M,22.0,N
5069,June,1955,Unprovoked,USA,Rhode Island,Wading,M,13.0,N
5074,April,1953,Unprovoked,USA,Texas,Swimming,F,19.0,N
5134,May,2023,Provoked,USA,Hawaii,Kayak fishing,M,22.0,N
5135,October,2022,Unprovoked,USA,California,Surfing,M,22.0,N
5137,March,2022,Provoked,USA,Florida,Fishing,M,50.0,N
5140,February,2022,Unprovoked,USA,Florida,Surfing,M,18.0,N
5141,December,2020,Unprovoked,USA,Hawaii,Surfing,M,56.0,Y
5142,August,2020,Unprovoked,USA,South Carolina,Surfing,M,12.0,N
5143,July,2020,Unprovoked,USA,Florida,Surfing,F,22.0,N
5146,July,2019,Unprovoked,USA,Florida,Surfing,M,18.0,N
5148,March,2019,Unprovoked,USA,Florida,Surfing,M,46.0,N
5149,August,2018,Unprovoked,USA,North Carolina,Surfing,M,14.0,N
5150,August,2018,Unprovoked,USA,Texas,Spearfishing,M,42.0,N
5151,July,2018,Unprovoked,USA,Florida,Surfing,M,14.0,N
5160,March,2016,Unprovoked,USA,Florida,Body surfing,M,19.0,N
5162,January,2016,Unprovoked,USA,Hawaii,Surfing,F,15.0,N
5163,September,2015,Unprovoked,USA,California,Stand-Up Paddleboarding,F,50.0,N
5165,November,2014,Unprovoked,USA,Hawaii,Snorkeling,M,53.0,N
5167,September,2013,Unprovoked,USA,Florida,Swimming,F,45.0,N
5169,October,2012,Unprovoked,USA,Hawaii,Swimming,F,51.0,N
5172,June,2012,Unprovoked,USA,North Carolina,Wading,F,6.0,N
5174,October,2011,Unprovoked,USA,Oregon,Surfing,M,22.0,N
5176,August,2011,Unprovoked,USA,North Carolina,Wading,F,20.0,N
5179,December,2010,Unprovoked,USA,Hawaii,Body boarding,M,16.0,N
5180,December,2010,Unprovoked,USA,Hawaii,Surfing,M,46.0,N
5186,August,2009,Unprovoked,USA,California,Swimming,F,22.0,N
5187,August,2009,Unprovoked,USA,Hawaii,Surfing,M,22.0,N
5193,May,2007,Unprovoked,USA,South Carolina,Wading,F,22.0,N
5194,May,2007,Provoked,USA,Virginia,Reviving a sedated shark,F,40.0,N
5196,July,2006,Unprovoked,USA,Florida,Swimming,M,13.0,N
5197,July,2006,Unprovoked,USA,Florida,Spearfishing,M,35.0,N
5198,November,2005,Unprovoked,USA,California,Surfing,M,26.0,N
5203,July,2004,Unprovoked,USA,North Carolina,Swimming,F,13.0,N
5204,April,2004,Unprovoked,USA,Hawaii,Surfing,M,57.0,Y
5205,November,2003,Unprovoked,USA,Florida,Surfing,F,35.0,N
5208,October,2003,Unprovoked,USA,Florida,Surfing,M,18.0,N
5211,November,2002,Unprovoked,USA,Florida,Boogie boarding,M,16.0,N
5212,October,2002,Unprovoked,USA,Hawaii,Swimming,F,60.0,N
5213,September,2002,Provoked,USA,Florida,"Wading, when he stepped on the shark",M,36.0,N
5214,August,2002,Unprovoked,USA,Florida,Standing,M,15.0,N
5215,July,2002,Provoked,USA,Florida,Surfing,M,19.0,N
5218,September,2001,Unprovoked,USA,North Carolina,Swimming,M,28.0,Y
5219,April,2001,Unprovoked,USA,Florida,Surfing,M,21.0,N
5220,October,2000,Unprovoked,USA,Hawaii,Swimming / snorkeling,F,56.0,N
5221,July,2000,Unprovoked,USA,North Carolina,Surfing,M,16.0,N
5222,June,2000,Unprovoked,USA,Alabama,Swimming,M,44.0,N
5223,August,1999,Unprovoked,USA,Florida,Surfing,M,17.0,N
5225,March,1999,Unprovoked,USA,Hawaii,Body surfing or body boarding,M,18.0,N
5227,September,1997,Unprovoked,USA,Florida,Surfing,M,17.0,N
5228,August,1997,Unprovoked,USA,Florida,Surfing,M,18.0,N
5229,May,1997,Unprovoked,USA,Florida,Surfing,M,34.0,N
5233,September,1994,Unprovoked,USA,Oregon,Surfing,M,43.0,N
5238,November,1991,Unprovoked,USA,Hawaii,Snorkeling,F,22.0,N
5239,July,1991,Unprovoked,USA,Virginia,Boogie boarding,M,13.0,N
5242,June,1988,Unprovoked,USA,North Carolina,Scuba diving,M,42.0,N
5243,May,1988,Unprovoked,USA,Florida,Surfing,M,31.0,N
5245,December,1987,Unprovoked,USA,Florida,Surfing,M,16.0,N
5247,September,1984,Unprovoked,USA,Florida,Surfing,M,17.0,N
5249,July,1984,Unprovoked,USA,Texas,Swimming,F,13.0,N
5252,June,1982,Unprovoked,USA,Hawaii,"Sailboarding, fell into water 100 yards outside the breakwater",M,22.0,N
5253,August,1981,Provoked,USA,Florida,Spearfishing,M,19.0,N
5254,July,1981,Unprovoked,USA,Florida,Spearfishing,M,22.0,N
5258,June,1978,Unprovoked,USA,Florida,Surfing,M,20.0,N
5262,November,1976,Unprovoked,USA,Florida,Surfing,M,19.0,N
5265,September,1972,Unprovoked,USA,California,Surfing,M,22.0,N
5267,October,1971,Unprovoked,USA,California,Scuba diving,M,30.0,N
5268,January,1971,Unprovoked,USA,California,Free diving,M,22.0,N
5296,July,1957,Unprovoked,USA,North Carolina,Swimming,M,57.0,Y
5298,January,1957,Unprovoked,USA,Florida,Helmet diving in Miami Seaquarium,M,22.0,N
5307,August,1954,Provoked,USA,New Jersey,Surf fishing,M,22.0,N
5381,October,2022,Unprovoked,USA,California,Surfing,M,31.0,N
5382,July,2022,Unprovoked,USA,Florida,Surfing,M,35.0,N
5385,February,2022,Unprovoked,USA,California,Boogie boarding,M,42.0,Y
5387,October,2021,Unprovoked,USA,California,Surfing,M,38.0,N
5388,April,2021,Unprovoked,USA,Hawaii,Swimming,F,57.0,N
5390,March,2021,Unprovoked,USA,Florida,Wading,M,20.0,N
5394,July,2020,Unprovoked,USA,Florida,Standing,M,11.0,N
5399,May,2019,Unprovoked,USA,New Jersey,Body Boarding,M,67.0,N
5401,April,2019,Unprovoked,USA,Hawaii,Kayaking,F,65.0,N
5404,July,2018,Unprovoked,USA,Florida,Surfing,M,14.0,N
5407,October,2017,Unprovoked,USA,Florida,Swimming,F,60.0,N
5410,October,2016,Unprovoked,USA,Oregon,Surfing,M,29.0,N
5411,August,2016,Unprovoked,USA,Florida,Wading,M,49.0,N
5413,March,2016,Unprovoked,USA,Hawaii,Snorkeling,F,46.0,N
5414,June,2015,Unprovoked,USA,North Carolina,Boogie boarding,F,13.0,N
5415,June,2015,Unprovoked,USA,Florida,Playing,M,11.0,N
5418,October,2014,Unprovoked,USA,Florida,Body surfing or Boogie boarding,F,22.0,N
5419,September,2014,Unprovoked,USA,Florida,Surfing,M,22.0,N
5420,August,2014,Provoked,USA,Florida,Fishing for sharks,M,22.0,N
5421,August,2014,Unprovoked,USA,Florida,Swimming,F,10.0,N
5424,August,2013,Unprovoked,USA,Hawaii,Snorkeling,F,20.0,Y
5425,July,2013,Unprovoked,USA,Hawaii,Surfing,M,18.0,N
5428,September,2012,Unprovoked,USA,Florida,Surfing,M,25.0,N
5435,June,2011,Unprovoked,USA,North Carolina,Playing in the surf,F,10.0,N
5437,August,2010,Unprovoked,USA,Florida,Standing,F,37.0,N
5438,April,2010,Provoked,USA,Florida,Measuring sharks,M,29.0,N
5440,April,2009,Unprovoked,USA,Florida,Surfing,M,31.0,N
5444,July,2008,Unprovoked,USA,Hawaii,Snorkeling,F,44.0,N
5445,June,2008,Unprovoked,USA,Florida,Body surfing,M,40.0,N
5446,April,2008,Unprovoked,USA,Florida,Surfing,M,18.0,N
5449,March,2008,Unprovoked,USA,Florida,Walking out of the water after surfing,M,13.0,N
5451,September,2007,Unprovoked,USA,Florida,Wading,F,58.0,N
5452,September,2007,Unprovoked,USA,Florida,Wading,F,36.0,N
5456,May,2006,Unprovoked,USA,Florida,Swimming,F,20.0,N
5457,April,2006,Unprovoked,USA,Florida,Wading,M,11.0,N
5458,October,2005,Unprovoked,USA,California,Surfing,M,36.0,N
5464,March,2003,Provoked,USA,Florida,Petting captive sharks,F,22.0,N
5465,September,2002,Unprovoked,USA,Florida,Surfing,M,47.0,N
5467,April,2002,Unprovoked,USA,Florida,Surfing,M,28.0,N
5469,January,2002,Unprovoked,USA,Hawaii,Snorkeling,M,35.0,N
5474,May,2001,Unprovoked,USA,Florida,Surfing,M,45.0,N
5478,August,1998,Unprovoked,USA,California,Boogie boarding,M,16.0,N
5479,January,1998,Unprovoked,USA,Virginia,Spearfishing on scuba & transferring fish onto a stringer,M,22.0,N
5480,June,1997,Unprovoked,USA,Florida,Surfing,M,18.0,N
5487,November,1992,Unprovoked,USA,Florida,Surfing,M,17.0,N
5490,September,1989,Provoked,USA,California,Filming 5' blue shark,M,46.0,N
5496,August,1983,Unprovoked,USA,Oregon,Surfing,M,22.0,N
5497,August,1983,Unprovoked,USA,Virginia,Swimming,F,14.0,N
5498,February,1982,Unprovoked,USA,Hawaii,Swimming,F,22.0,N
5501,August,1977,Unprovoked,USA,California,Free diving for abalone (surfacing),M,20.0,N
5503,January,1976,Unprovoked,USA,Florida,Spearfishing / scuba diving,M,25.0,N
5505,May,1974,Unprovoked,USA,California,Free diving (but on surface),M,45.0,N
5508,August,1972,Unprovoked,USA,Florida,Surfing,M,15.0,N
5509,October,1971,Unprovoked,USA,Florida,Surfing,M,18.0,N
5512,October,1970,Unprovoked,USA,Hawaii,Body surfing,M,22.0,N
5513,June,1970,Provoked,USA,Florida,Fishing,M,13.0,N
5527,November,1962,Unprovoked,USA,California,Spearfishing / Scuba diving (at surface),M,24.0,N
5528,July,1962,Provoked,USA,California,Fishing for albacore,M,19.0,N
5537,April,1959,Unprovoked,USA,Hawaii,Fishing,M,22.0,N
5539,July,1958,Provoked,USA,Florida,Free diving,M,20.0,N
5545,August,1955,Provoked,USA,South Carolina,Fishing,M,22.0,N
5624,October,2021,Unprovoked,USA,Florida,Surfing,M,25.0,N
5625,October,2021,Unprovoked,USA,Florida,Swimming,M,22.0,N
5626,May,2021,Unprovoked,USA,South Carolina,Swimming,M,26.0,N
5627,May,2021,Unprovoked,USA,Hawaii,Surfing,M,14.0,N
5631,October,2020,Unprovoked,USA,Florida,Swimming,M,17.0,N
5633,August,2020,Unprovoked,USA,Virgin Islands,Snorkeling,F,22.0,N
5637,August,2019,Unprovoked,USA,Florida,Surfing,F,21.0,N
5638,August,2019,Unprovoked,USA,Florida,Spearfishing / Diving,M,37.0,N
5641,October,2018,Unprovoked,USA,Florida,Surfing,F,22.0,N
5646,June,2017,Unprovoked,USA,Florida,Surfing,M,19.0,N
5651,July,2016,Unprovoked,USA,South Carolina,Swimming,M,22.0,N
5657,October,2015,Unprovoked,USA,Hawaii,Surfing,M,25.0,N
5659,June,2015,Unprovoked,USA,Florida,Swimming,M,10.0,N
5664,October,2014,Unprovoked,USA,South Carolina,Standing in inner tube,F,7.0,N
5665,October,2014,Unprovoked,USA,California,Surfing,M,28.0,N
5670,November,2013,Unprovoked,USA,Oregon,Surfing,M,25.0,N
5671,October,2013,Unprovoked,USA,California,Surfing,M,45.0,N
5672,June,2013,Unprovoked,USA,Hawaii,Swimming,M,28.0,N
5677,November,2012,Unprovoked,USA,Florida,Surfing,M,14.0,N
5678,September,2012,Unprovoked,USA,Florida,Boogie boarding,F,8.0,N
5680,June,2012,Provoked,USA,Florida,Fishing,M,23.0,N
5681,June,2012,Unprovoked,USA,Florida,Surfing,F,12.0,N
5683,February,2012,Provoked,USA,Florida,Kite Surfing,M,22.0,N
5684,August,2011,Unprovoked,USA,Florida,Surfing,M,19.0,N
5687,February,2010,Unprovoked,USA,Florida,Kite Boarding,M,38.0,Y
5693,July,2009,Unprovoked,USA,California,Paddle-surfing,M,22.0,N
5694,April,2009,Unprovoked,USA,California,Surfing,M,22.0,N
5699,March,2008,Unprovoked,USA,California,Surfing,M,27.0,N
5702,September,2007,Unprovoked,USA,Florida,Surfing,F,22.0,N
5703,August,2007,Unprovoked,USA,Florida,Surfing,M,27.0,N
5704,May,2007,Unprovoked,USA,Florida,Swimming,M,68.0,N
5711,October,2002,Unprovoked,USA,Florida,Surfing,M,18.0,N
5712,June,2001,Provoked,USA,California,Spearfishing,M,52.0,N
5714,September,2000,Unprovoked,USA,Florida,Surfing,F,26.0,N
5716,August,2000,Unprovoked,USA,Florida,Swimming,M,47.0,N
5717,August,2000,Unprovoked,USA,Florida,Surfing / Wading,M,27.0,N
5719,July,2000,Unprovoked,USA,North Carolina,Surfing,M,14.0,N
5723,October,1999,Unprovoked,USA,Florida,Body surfing,M,13.0,N
5724,October,1998,Unprovoked,USA,Florida,Surfing,M,22.0,N
5725,May,1998,Unprovoked,USA,Florida,Swimming,F,14.0,N
5726,September,1996,Unprovoked,USA,Florida,Standing,M,5.0,N
5729,October,1995,Unprovoked,USA,Florida,Boogie boarding,M,13.0,N
5731,June,1995,Unprovoked,USA,Georgia,Playing / jumping,M,13.0,N
5735,December,1993,Unprovoked,USA,Hawaii,Surfing,M,22.0,Y
5739,March,1993,Unprovoked,USA,Florida,Floating on his back,M,25.0,N
5740,September,1992,Unprovoked,USA,Oregon,Surfing,M,20.0,N
5743,November,1991,Provoked,USA,Florida,Fishing,M,22.0,N
5744,October,1991,Unprovoked,USA,California,Surfing,M,32.0,N
5745,October,1990,Unprovoked,USA,Florida,Surfing,M,18.0,N
5746,October,1990,Unprovoked,USA,Hawaii,Surfing,M,43.0,N
5747,April,1989,Unprovoked,USA,Hawaii,Paddling on surfboard,M,22.0,N
5749,October,1986,Unprovoked,USA,Florida,Swimming,F,6.0,N
5751,February,1985,Unprovoked,USA,California,Scuba Diving for lobster (at surface),M,29.0,N
5754,September,1984,Unprovoked,USA,Oregon,Surfing (sitting on his board),M,25.0,N
5757,January,1984,Provoked,USA,California,Steinhart Aquarium,M,22.0,N
5759,November,1982,Unprovoked,USA,South Carolina,In waist-deep water,M,22.0,N
5762,October,1980,Unprovoked,USA,California,Surfing,M,19.0,N
5763,November,1978,Unprovoked,USA,Florida,Surfing,M,17.0,N
5766,June,1975,Unprovoked,USA,Florida,Surfing,M,20.0,N
5768,September,1974,Unprovoked,USA,California,Scuba diving (but on surface),M,48.0,N
5771,January,1973,Unprovoked,USA,Hawaii,Surfing,M,22.0,N
5783,June,1962,Unprovoked,USA,California,Escaping from Alacatraz,M,35.0,Y
5784,June,1962,Unprovoked,USA,South Carolina,Standing,M,13.0,N
5792,August,1960,Unprovoked,USA,New Jersey,Swimming 3 miles offshore,M,25.0,N
5802,July,1956,Provoked,USA,Puerto Rico,Floating in inner tube,M,13.0,Y
5806,September,1953,Unprovoked,USA,California,Scuba diving,M,22.0,N
5807,July,1953,Unprovoked,USA,Hawaii,Spearfishing,M,15.0,Y
5811,July,1952,Provoked,USA,South Carolina,Fishing,M,43.0,N
5812,July,1952,Provoked,USA,South Carolina,Fishing,M,34.0,N
5872,July,2023,Unprovoked,USA,New York,Swimming,F,15.0,N
5877,January,2022,Unprovoked,USA,Florida,Wing Foil Surfing,F,42.0,N
5879,July,2021,Unprovoked,USA,Florida,Playing,F,9.0,N
5886,October,2018,Unprovoked,USA,Florida,Surfing,F,22.0,N
5888,September,2018,Unprovoked,USA,Hawaii,Stand-Up Paddleboarding,M,23.0,N
5890,April,2018,Provoked,USA,Texas,Fishing,M,22.0,N
5893,August,2017,Unprovoked,USA,Massachusetts,SUP,M,69.0,N
5896,July,2016,Unprovoked,USA,Florida,Swimming,F,42.0,N
5897,June,2016,Unprovoked,USA,South Carolina,Floating,M,42.0,N
5899,October,2015,Unprovoked,USA,South Carolina,Boogie boarding,F,9.0,N
5900,September,2015,Unprovoked,USA,Florida,Surfing,M,20.0,N
5901,August,2015,Unprovoked,USA,South Carolina,Surfing,M,15.0,N
5903,April,2015,Unprovoked,USA,Florida,Spearfishing,M,70.0,N
5905,August,2014,Provoked,USA,Maryland,Fishing,M,33.0,N
5906,July,2014,Unprovoked,USA,Florida,Standing,M,8.0,N
5911,December,2011,Unprovoked,USA,Oregon,Surfing,F,22.0,N
5912,June,2011,Unprovoked,USA,Florida,Jet skiing,M,20.0,N
5916,November,2010,Provoked,USA,Palmyra Atoll,Snorkeling,M,33.0,N
5917,September,2010,Unprovoked,USA,Florida,Surfing,M,24.0,N
5918,June,2010,Unprovoked,USA,Texas,Surfing,M,20.0,N
5923,July,2009,Provoked,USA,Florida,Swimming,F,43.0,N
5926,May,2008,Unprovoked,USA,Florida,Wading,M,6.0,N
5927,April,2008,Unprovoked,USA,Florida,Surfing,M,24.0,N
5930,July,2007,Unprovoked,USA,Florida,Surfing,M,18.0,N
5931,June,2007,Unprovoked,USA,Hawaii,Surfing,M,22.0,N
5936,April,2006,Unprovoked,USA,Florida,Surfing,M,54.0,N
5942,July,2004,Unprovoked,USA,Florida,Surfing,F,20.0,N
5945,April,2003,Unprovoked,USA,Florida,Surfing,M,18.0,N
5947,August,2002,Unprovoked,USA,North Carolina,Standing,M,14.0,N
5948,May,2002,Unprovoked,USA,Florida,Playing in the surf with his 2 dogs,M,35.0,N
5953,November,1999,Unprovoked,USA,Hawaii,Swimming,F,51.0,N
5955,August,1998,Unprovoked,USA,Virginia,Spearfishing,M,22.0,N
5958,July,1997,Unprovoked,USA,South Carolina,Standing,M,50.0,N
5959,November,1996,Unprovoked,USA,California,Surfing,M,45.0,N
5960,September,1996,Unprovoked,USA,Florida,Swimming,M,14.0,N
5961,January,1996,Unprovoked,USA,North Carolina,Surfing,M,22.0,N
5962,September,1995,Unprovoked,USA,Florida,Scuba diving,M,25.0,Y
5964,July,1995,Unprovoked,USA,Florida,Body boarding,M,47.0,N
5965,May,1994,Unprovoked,USA,Florida,Wading,M,26.0,N
5966,March,1994,Provoked,USA,California,Removing shark from tank in nightclub,M,33.0,N
5968,March,1993,Unprovoked,USA,Hawaii,Paddling on surfboard,M,35.0,N
5970,August,1991,Provoked,USA,Florida,Fishing,M,22.0,N
5973,March,1988,Unprovoked,USA,Florida,Standing,F,30.0,N
5974,April,1987,Unprovoked,USA,Hawaii,Swimming from shore to anchored sailboat,M,22.0,Y
5977,March,1985,Unprovoked,USA,Florida,Surfing,M,25.0,N
5978,June,1984,Unprovoked,USA,Hawaii,Towing her sister on plastic ski board,F,13.0,N
5981,February,1982,Unprovoked,USA,Florida,Surfing,M,18.0,N
5982,October,1981,Unprovoked,USA,Florida,Surfing,M,17.0,N
5984,July,1980,Unprovoked,USA,Delaware,Standing,F,22.0,N
5988,October,1976,Unprovoked,USA,California,Surfing,M,25.0,N
5991,July,1975,Unprovoked,USA,Florida,Free diving,M,24.0,N
5992,May,1975,Unprovoked,USA,Florida,Surfing,M,17.0,N
6007,June,1961,Unprovoked,USA,Florida,Standing,M,25.0,N
6022,February,1955,Unprovoked,USA,California,Spearfishing,M,19.0,N
6023,September,1954,Unprovoked,USA,California,Swimming,M,35.0,N
6112,July,2023,Unprovoked,USA,New York,Standing,F,22.0,N
6118,July,2021,Unprovoked,USA,North Carolina,Standing,M,15.0,N
6120,July,2021,Provoked,USA,BAHAMAS,Spearfishing,F,19.0,N
6121,June,2021,Unprovoked,USA,California,Canoeing,M,15.0,N
6124,September,2020,Unprovoked,USA,Florida,Surfing,M,25.0,N
6125,August,2020,Unprovoked,USA,North Carolina,Surfing,M,54.0,N
6126,July,2020,Unprovoked,USA,Florida,Wading,F,12.0,N
6128,November,2019,Unprovoked,USA,California,Surfing,F,22.0,N
6130,February,2019,Unprovoked,USA,California,Surfing,M,22.0,N
6136,September,2017,Unprovoked,USA,Florida,Surfing,M,22.0,N
6141,January,2017,Unprovoked,USA,Florida,Wading,M,47.0,N
6143,June,2016,Unprovoked,USA,North Carolina,Standing,M,19.0,N
6148,January,2016,Unprovoked,USA,Hawaii,Paddle boarding,M,48.0,N
6152,July,2015,Unprovoked,USA,California,Surfing,M,38.0,N
6153,June,2015,Unprovoked,USA,South Carolina,Standing,M,43.0,N
6158,April,2014,Unprovoked,USA,Florida,Swimming,M,42.0,N
6164,May,2013,Unprovoked,USA,Florida,Swimming,M,11.0,N
6166,April,2013,Unprovoked,USA,Florida,Surfing,M,21.0,N
6167,October,2012,Unprovoked,USA,California,Surfing,M,39.0,Y
6169,April,2012,Unprovoked,USA,Florida,Surfing,M,28.0,N
6177,October,2011,Unprovoked,USA,Florida,Surfing,M,22.0,N
6179,July,2011,Unprovoked,USA,North Carolina,Boogie Boarding,F,6.0,N
6186,August,2009,Unprovoked,USA,Florida,Swimming,M,26.0,N
6191,August,2008,Unprovoked,USA,US Virgin Islands,Treading water,F,38.0,N
6192,August,2008,Unprovoked,USA,Hawaii,Diving,M,22.0,N
6193,July,2008,Unprovoked,USA,North Carolina,Wading,M,9.0,N
6195,March,2008,Unprovoked,USA,Florida,Boogie Boarding,M,22.0,N
6197,August,2007,Unprovoked,USA,Hawaii,Body boarding,M,15.0,N
6198,August,2007,Unprovoked,USA,Florida,Swimming,M,52.0,N
6199,October,2006,Unprovoked,USA,Florida,Surfing,M,20.0,N
6200,February,2006,Unprovoked,USA,Hawaii,Standing,F,15.0,N
6205,October,2004,Unprovoked,USA,Hawaii,Spearfishing,M,34.0,N
6206,October,2004,Unprovoked,USA,California,Surfing,M,40.0,N
6208,August,2004,Unprovoked,USA,California,Surfing,M,22.0,N
6209,June,2004,Unprovoked,USA,California,Surfing,M,45.0,N
6212,July,2003,Unprovoked,USA,Florida,Wading,F,15.0,N
6213,April,2003,Unprovoked,USA,Florida,Swimming (using a float),M,20.0,N
6215,April,2001,Unprovoked,USA,Florida,Body boarding,M,12.0,N
6219,March,2000,Unprovoked,USA,Florida,Boogie boarding,F,14.0,N
6230,July,1995,Unprovoked,USA,Texas,Surfing,M,34.0,N
6237,July,1992,Unprovoked,USA,Florida,Standing,F,42.0,N
6240,September,1990,Unprovoked,USA,California,"Free diving / spearfishing, from paddleboard & floating on the surface",M,49.0,N
6242,June,1989,Unprovoked,USA,Louisiana,Spearfishing,M,45.0,N
6244,October,1988,Unprovoked,USA,Florida,Wading,F,23.0,N
6247,June,1987,Provoked,USA,Florida,Fishing,M,22.0,N
6249,September,1985,Unprovoked,USA,Florida,Scuba diving,M,22.0,N
